title,price,currency
"Apple Macbook Pro 13"" modello 8,1",400.0,EUR
Macbook Air A1466- 2013- Ram 4gb SSD 128gb  Perfetto  Pari a Nuovo,70.0,EUR
"Apple MacBook Pro 13"" 13,3 pollici 2017",12.5,EUR
Display Scocca Tastiera MacBook Air M1 A2337 ORIGINALE,150.0,EUR
"APPLE MACBOOK PRO 13"" A1708 2017 INTEL i7 2.5Ghz RAM 16GB SSD 256GB",150.0,EUR
Apple MacBook Pro Retina 15” Mid 2014 A1398 16gb Ram 256gb SSD Batteria NUOVA,500.0,EUR
"MacBook Pro A1502 - 13"" 2015 Intel Core - argento",369.0,EUR
MacBook Pro A1286,18.08,EUR
Apple Macbook Pro - A1278 - difettoso - schermo rotto - solo per parti di ricambio,140.0,EUR
Apple MacBook Air 13 2020 Intel ,1.12,EUR
"Macbook Pro Retina 15"" 2017 A1707 2,8 GHz Quad Core i7 16 GB RAM 500 GB spazio a memoria ",580.0,EUR
"Apple MacBook Air 13"""" - Core i5 1,8 GHz (2017) 8 GB 128 GB SSD 1440x900 (AP01)",301.0,EUR
Lotto di portatili macbook e altre marche per parti di ricambio,140.12,EUR
"Apple MacBook Pro 13"" 2016 i5 2,9GHz 256GB SSD 8GB MLH12LL/A USATO FATTURABILE",170.0,EUR
MAC BOOK AIR,254.0,EUR
"Lotto di lavoro 8 x Apple MacBook Pro 13"" A1297 A1286 2,4 GHz 2,53 GHz 2,0 funzionante",649.0,EUR
"Nuova inserzioneMacBook Pro 15"" 2017, grigio siderale, 500 GB, 2,8 GHz Intel Core i7, 16 GB RAM",150.0,EUR
"APPLE MACBOOK PRO 13"" A1708 i5 2,3Ghz, 8Go, SSD 128Go",210.0,EUR
"Apple MacBook Air 13.3"" 2020 SSD 256Go RAM 8Go 1.1GHz Core i5",175.15,EUR
"Apple MacBook Pro 15"""" 2018 DISPLAYBRUCH A1990 EMC 3215 #269",210.0,EUR
"MacBook Pro 13,3"" (128GB SSD, Intel Core i5 5a Gen., 2,7GHz, 8GB RAM 600 cicli",600.0,EUR
Macbook Air A1237,280.0,EUR
"Macbook Pro 13 pollici 2011 Unibody A1278 2,3 GHz unità di memoria a stato solido Intel i5 250 GB (per parti di ricambio)",460.0,EUR
apple macbook pro 13 ,199.0,EUR
"Apple MacBook Pro M1 13"" (256 GB SSD, chip Apple M1 8 core, 8 GB) NON FUNZIONANTE",280.0,EUR
MacBook Pro 13 Touch Bar Retina 2017 Core i5 - 256 Go - 16 Go RAM - AZERTY,80.0,EUR
"Apple MacBook Air 13,3"" (256GB SSD, Apple M1, 8GB) Notebook - Grigio Siderale -",28.25,EUR
"Apple MacBook Pro 15.4"" 256GB SSD, Intel Quad-Core i7  2.3 GHz, 8Gb RAM",500.0,EUR
"Apple MacBook Air 13,6"" (512GB SSD, Apple M2 8CPU/10GPU, 3,5GHz, 8GB) MLY03T",305.09,EUR
Apple Macbook Pro A1278,621.48,EUR
"MacBook Pro 2015 - 15 pollici - 2,5 GHz Quad Core i7 - 16 GB - 256 GB - Iris Pro",311.0,EUR
"APPLE MACBOOK AIR 13"" CORE i5 2015 SSD 240GB 4GB RAM RIGENERATO GRADO A/B",500.0,EUR
"APPLE MACBOOK AIR 11"" A1370 LATE 2010 CORE 2 DUO RAM 2GB SSD 60GB GRADO A+",300.0,EUR
MacBook Pro 13 i5 2015,960.0,EUR
"Apple MacBook Pro 15.4"" (1TB  SSD, Intel Core i7 6a generazione, 2.6 GHz, 16GB)",,EUR
MacBook Pro Retina Late 2013 4 Giga,141.25,EUR
"Apple MacBook Air 13,3"""" (128 GB SSD, Intel Core i5 5. Gen., 2,70 GHz, 8 GB RAM)",276.84,EUR
Macbook Air M1 2020 256GB,319.0,EUR
"MacBook Pro 17"" 2011 2,2 GHz Core-i7 8 GB RAM 250 GB unità di memoria a stato solido antiriflesso",160.0,EUR
"Apple MacBook Pro 15,4"" (Intel Core i7 6ème Gén., 2,7GHz, 512Go SSD, 16Go...",200.0,EUR
"APPLE MACBOOK PRO 15,4 RETINA TOUCHBAR 4-CORE I7 RAM 16GB SSD 256 BATTERIA NUOVA",530.0,EUR
"Nuova inserzioneApple MacBook Pro 13 pollici Retina metà 2014 256 GB i5 2,6 GHz 8 GB RAM",199.99,EUR
"Apple MacBook 12 Retina 2015 Oro 512Gb, 8gb Ram, Batteria Nuova",107.0,EUR
Nuova inserzioneMacBook Pro M1 2020,454.0,EUR
Apple MacBook Air 11 2015 Garanzia 30 Giorni,116.39,EUR
apple macbook,206.0,EUR
"MacBook Pro 15""",699.0,EUR
"MacBook Pro Touch Bar 15"" 2019 Ricambi e riparazioni",98.0,EUR
"Apple MacBook Pro 13"" (512GB SSD, M1, 8GB) Laptop - Grigio siderale -...",399.0,EUR
"MacBook Pro Fine 2013 15'' i7 quad-core a 2,3GHz SSD 512 GB 16 GB RAM QWERTY USA",276.84,EUR
Apple MacBook Air A1370,229.0,EUR
macbook pro 13 mid 2012 i5 ram 16gb ssd 500gb,70.0,EUR
macbook pro,200.0,EUR
"Nuova inserzioneApple MacBook Air 13,3"" (128 GB unità di memoria a stato solido, Intel Core i5 5a gen., 1,80 GHz, 8 GB (immagine",220.34,EUR
"Apple MacBook Air 2018, 13"""" (128 GB SSD, Intel Core i5, 8 GB)",200.0,EUR
"APPLE MACBOOK AIR 13 2015 A1466 EMC 2925 1,6 I5 4GB RAM 512GB SSD WIFI CAM",329.0,EUR
"APPLE MACBOOK PRO 15"" 2013 RETINA CORE i7 8Ram SSD 256 512GB RIGENERATO GRADO B",13.63,EUR
Shop on eBay,20.0,$
Macbook a1181 funzionante intel core 2 con 3gb ram hdd 320gb leggi bene,60.0,EUR
"APPLE MACBOOK AIR 13"" CORE i5 2017 SSD 128 240 GB 8GB RAM RIGENERATO GRADO A",,EUR
"Apple MacBook 11,4 A1398 15,6 pollici laptop i7-4770HQ 16 GB 240 GB unità di memoria a stato solido Big Sur",74.58,EUR
"Nuova inserzioneApple MacBook Air 13 pollici (256 GB SSD, M1, 8 GB) grigio siderale grado B (buone condizioni)",588.53,EUR
"APPLE MACBOOK AIR 13"" 2017 CORE i5 SSD 128 GB 8GB RAM MQD32T/A",379.0,EUR
"Nuova inserzioneMacbook Pro Unibody 2008 - P8600, 8 GB RAM, 80 GB disco rigido",1.0,EUR
"Nuova inserzioneApple MacBook Pro A1278 13"""" metà 2010, Core 2 Duo",27.43,EUR
"Nuova inserzioneApple MacBook A1398 15,6 pollici computer portatile i7-3615QM 8 GB 500 GB SSD Big Sur",6.21,EUR
"Apple MacBook Pro Retina 15"" (16GB, Intel Core i7, 500 Gb HD Originale)",350.0,EUR
"Apple MacBook Air 13,3"" (Intel Core 2 Duo, 1,86GHz, 4GB RAM, 125GB SSD)",150.0,EUR
"Apple MacBook Pro 13"""" 128 GB SSD, Intel Core i5 7. Gen., 2,30 GHz, 8 GB 2017",350.0,EUR
"Lotto di lavoro 5 x Apple MacBook Pro 13"" A1278 2,4 GHz 2,53 GHz 2,26 C2D funzionante",119.78,EUR
"2010 13"" Apple MacBook A1342 4 GB RAM, 250 GB HDD.",11.3,EUR
"Apple MacBook Pro 17"" A1297 (Metà 2010) - Cpu i5 2,53 Ghz - Ram 8GB - SSD 256GB",330.0,EUR
"Apple MacBook Pro 16"" (512 Go SSD, M1 Pro, 16 Go) Laptop - Argent",,EUR
"Nuova inserzioneApple MacBook Pro 15"" Retina i7 2,4 GHz 16 GB danneggiato inizio 2013 CTO/Risparmio/D26",4.75,EUR
"Apple MacBook Air 13,3"" (Intel Core i5, 1.60GHz, 4GB RAM, 128GB SSD) Notebook -",180.0,EUR
"MacBook Air 2022 Apple M2 chip 16 GB RAM 512 GB SSD 13,6"""" grigio siderale SCHERMO ROTTO",288.14,EUR
"Macbook pro 13"" 2010 8Gb SSD 256Gb Core 2 Duo",90.0,EUR
"Apple MacBook Pro 13"", Intel Core i5, 2,7 GHz, 2015, 256 HB unità di memoria, 8 GB RAM, A1502",135.59,EUR
Apple Macbook Pro 2017 13” RAM 8GB SSD 256GB Space Grey,419.0,EUR
"Apple MacBook Pro 13,3"" 2018 Retina i7 @ 2.7Ghz / 16Go / 512Go  A1989 (4 USB C)",560.0,EUR
"Apple MacBook Pro  13.3"" 2017 - 128GB SSD - Intel Core i5 - 8GB RAM",460.0,EUR
macbook air 13 2015 Intel I5 ssd 256gb,220.0,EUR
Apple MacBook Pro A1278 13 pollici computer portatile - 2011,11.3,EUR
MacBook Air 2019,300.0,EUR
Nuova inserzioneMacbook Pro 15,89.99,EUR
Nuova inserzioneApple MacBook A1286 15 pollici laptop Core 2 Duo 4 GB 240 GB unità di memoria a stato solido Yosemite,139.99,EUR
"Apple MacBook Pro 13"" Core i5 2,3 GHz 4 GB RAM 120 GB SSD MC700",1.12,EUR
"APPLE MACBOOK PRO 13"" 2015 RETINA CORE i5 8Ram SSD 256 512GB RIGENERATO GRADO AB",145.77,EUR
"Apple MacBook Air 13,3"" pollici (33,78 cm) laptop blocco pezzo di ricambio/difettoso",,EUR
"""Apple MacBook Pro 13"""" 2017 Core i5 processore 2,3 GHz 8 GB RAM 256 GB SSD A1708 13""",112.0,EUR
"Apple MacBook 12"" computer portatile, 256 GB - MNYF2B/A - (2017, grigio siderale) - In perfette condizioni",137.86,EUR
3x pacchetto MacBook Pro 2013 MacBook Air si prega di leggere,138.99,EUR
"13"" Apple MacBook Pro (fine 2013) Core i5 2,4 GHz 4 GB RAM 128 GB schermo rotto",33.9,EUR
"Apple Macbook Pro (Retina, 13 pollici, inizio 2015) i7 3,1 GHz, 16 GB RAM, 500 GB SSD",96.04,EUR
Nuova inserzioneApple MacBook Pro Retina 15 2015 con Scatola,202.26,EUR
"Apple MacBook Air 13.3"" (Intel Core i5 bloccato schermo rotto",375.0,EUR
MacBook air a1466,89.0,EUR
Nuova inserzioneApple MacBook Air 11 pollici difettoso,100.0,EUR
"MacBook Pro Retina 15"" (Early 2013) A1398 EMC2673 ### difettoso ###",40.0,EUR
apple macbook pro 15 pollici. A 1398-EMC 2745,160.0,EUR
Apple Macbook pro 13 A1278 - Intel Core 2 Duo 2.26Ghz -RAM 4GB DDR3 - SSD 128 gb,90.0,EUR
"Apple MacBook Pro A1150 2006 15.4"", Gpu NVIDIA, si accende ma non parte.",102.0,EUR
MacBook Pro,29.0,EUR
"Macbook Pro 13"" 2016 250 Gb SSD i5 2.9ghz 8Gb RAM",120.0,EUR
Apple MacBook Pro A1297 non funzionante da riparare,340.0,EUR
Macbook Air 2018 - Pour pièces - HS - Écran mort,155.0,EUR
"Apple MacBook Pro 14"" (512GB SSD, M2 Pro, 16GB) - Grigio Siderale",299.99,EUR
"Apple MacBook Pro 13"" Early 2015 | schermo rotto ma FUNZIONANTE",,EUR
"Apple MacBook Pro 16"" (1TB SSD, Intel Core i9 9ª generazione, 2,30 GHz, 16GB)...",179.0,EUR
"Apple MacBook Pro 13,3""tastiera RegnoUnito -early 2011(Tastiera Guasta) 4GB ram ",600.0,EUR
"Apple MacBook Retina A1534 12"" M5 1,20 GHz 8 GB 512 GB - buone condizioni /AT705",65.0,EUR
"Nuova inserzionemacbook pro 13,3 anno 2011",96.05,EUR
"Apple MacBook Air, 13 pollici, modello 2015, buone condizioni, IMBALLO ORIGINALE",50.0,EUR
"Apple MacBook 11,1 A1502 13,3 pollici laptop i5-4278U 2,60 GHz 8 GB 240 GB Big Sur",112.99,EUR
"Top di gamma PC Apple MacBook Pro A1286 Intel i7-2,0 GHz, 500 GB HD,4 GB RAM",63.28,EUR
Apple Macbook AIR 11 2015 - modello A1465 - HD 128 GB - non funzionante,169.99,EUR
"""Apple MacBook Pro 13,3"""" metà 2012 Intel Core i5 Gen / 2,5 GHz / 2 GB / A1278"" difettoso",99.0,EUR
Nuova inserzioneMacbook Air 13” - 256Gb SSD - 8Gb RAM - Battery  replaced,18.08,EUR
"Apple MacBook 12"" (512GB SSD, Intel Core i5 7ª generazione, 1.3GHz, 8GB) Laptop",168.0,EUR
"NUOVO Apple MacBook Pro 14 pollici (1 TB SSD, M1 Pro, 16 GB) grigio siderale - MQQ3D/A",255.0,EUR
"Apple Macbook Air M1 13"" Ips Space Gray 256GB Ssd Memoria 8Gb Ram 8C+7C Mgn63t/a",429.0,EUR
Apple MacBook ,,EUR
"MacBook A1278 2008 schermo rotto, per ricambio, scheda madre funzionante ",866.3,EUR
"Apple MacBook Pro 14,3 15,4 pollici i5 i7 7a generazione 16GB RAM 250 GB SSD, USATO",101.7,EUR
APPLE MACBOOK A1150 - PER PEZZI DI RICAMBIO O NON FUNZIONANTE,40.0,EUR
Shop on eBay,20.0,$
"Apple Macbook Pro A2251 2020 TOUCH BAR 13"""" 2020 PACCHETTO SCHEDA LOGICA PARTE SL1",3.62,EUR
"Apple Macbook Air M1 13"" Ips Space Gray 256GB Ssd Memoria 8Gb Ram 8C+7C Mgn63t/a",866.3,EUR
"Apple Macbook Pro 16"" 2019 A2141 Silver no logic board - for parts or repair",200.0,EUR
Apple Macbook laptop,350.0,EUR
2x Apple Macbook Pro A1260 PER RICAMBI o RIPARAZIONE,5.65,EUR
"Macbook Pro 15"" NON funzionante",35.0,EUR
"Apple MacBook Pro 13"" touch bar 2016, i5 256 GB SSD, 8 GB RAM, A1706 per parti di ricambio",65.0,EUR
"Nuova inserzione""Apple MacBook Pro 13"""" A1708 i5 2,3 GHz 8 GB 2017/riparazioni/d24"" danneggiato",110.74,EUR
"Portátil Apple Macbook Pro ""13 Core 2 Duo 2.26Ghz 2Gb Ram 160GB HD Yosemite",2.49,EUR
Nuova inserzioneMacBook Pro 13 2017 Touch Bar Intel i5 3.1Ghz 16GB Ram 512GB SSD New Battery,22.0,EUR
"Apple MacBook Pro 13"", Intel Core i5, 2016, 128GB SSD, 8GB RAM, A1706",376.66,EUR
"Apple MacBook Pro 15,4"" Touch Bar (256GB SSD, Intel Core i7 7a generazione, 2,8",119.78,EUR
"APPLE MACBOOK PRO A2442 14"""" M1 PRO 16GB/512GB 2021 GRIGIO - SOLO SCATOLA - ONLY",380.0,EUR
"APPLE MACBOOK AIR 13"" 2012 CORE i5 SSD 256gb 4gb RAM GRADO B",59.9,EUR
"Apple 13"" MacBook Pro 2016, Intel i5 6a generazione 256 GB SSD 16 GB RAM - A1708",200.0,EUR
"MacBook Pro retina 2012 15"" Scheda Madre FUNZIONANTE Logic Board OK Nvidia GTX",282.48,EUR
macbook air 12' 2015 MUY BUEN ESTADO SIN MARCAS ESTETICAS,110.0,EUR
"MacBook Air (retina, 13 pollici, 2019) 1,6 GHz dual-core Intel i5, 8 GB RAM, 256 GB HD",245.0,EUR
"Macbook Pro 16"" 2019 500 Gb SSD - i7-9750H /16Gb RAM Radeon Pro 5300M A2141 #2",343.0,EUR
"Apple MacBook Pro 13"" (512GB SSD, M1, 8GB) Laptop - Grigio siderale -...",211.3,EUR
"MacBook Pro 2017 13 pollici 8 GB RAM, 128 GB SSD",385.0,EUR
"Apple MacBook Pro 15.4"" (Intel Core 2 Duo, 2.53GHz, 4GB RAM, 120GB SSD) Notebook",612.0,EUR
Apple Macbook Pro 15 retina A1398 EMC 2745 2013 fine 2013 per ricambi,885.0,EUR
"Apple MacBook Pro 17 pollici, inizio 2011, 2,2 GHz i7, 500 GB SSD, 16 GB RAM, A1297",35.03,EUR
"Apple MacBook Air 11” 2013 Intel Core i5 1,3Ghz 4GB 128GB SSD. Come NUOVO.",190.0,EUR
"Apple MacBook Pro 13"" 13,3 pollici 2017 2,3 Ghz i5 8 GB RAM A1708 128 GB #011H",195.0,EUR
"Apple Macbook pro 13"" A1278, 16 gb ram, 480 gb ssd, Catalina Mac OS, COMPLETAMENTE FUNZIONANTE",251.0,EUR
"MacBook Air 11"" 2011 - Apple - Core i7 - 1,80 GHz - 4 GB RAM - 256 GB di unità di memoria a1370",239.0,EUR
"Apple MacBook Pro A1297 17"" i7 SSD",349.77,EUR
"Nuova inserzioneApple MacBook Pro 17"" A1297 (Metà 2010) - Cpu i5 2,53 Ghz - Ram 8GB - SSD 1 TB ",81.36,EUR
"APPLE MACBOOK PRO 13"" 2009 SSD 120GB RAM 4GB TASTIERA ITALIANA  EL CAPITAN B",29.38,EUR
APPLE MACBOOK AIR 13 2013 A1466 EMC 2632 I5 4GB RAM 128GB SSD WIFI CAM,500.0,EUR
"Apple MacBook Pro 13"""" 2017 Intel i5 2,3 GHz, 8 GB RAM, 256 GB SSD REGGISENO - 388 cicli",300.0,EUR
"Palmrest Poggiapolsi Topcase Macbook PRO 15"" A1707 2016-2017 - ottimi",174.99,EUR
MacBook A1181 in nero · Intel Core 2 Duo · 2 GHz · 667 MHz · 150 GB HD · IMBALLO ORIGINALE,230.0,EUR
MacBook Air M2 512 GB ARGENTO,126.56,EUR
Nuova inserzioneApple A1466 MacBook Air (numero di serie C02RC267H3QF),,EUR
"Apple Macbook Pro 13,3"" retina Late 2013",1.0,EUR
"Nuova inserzioneApple MacBook Pro Retina 15,4"" 2,5 Ghz i7 16 GB 500 GB SSD A1398 2015 MOJAVE #B1",,EUR
"APPLE MACBOOK AIR 11"" 2013 TASTIERA ITALIANA CORE i5 1,3Ghz 4GB 128GB SSD",20.33,EUR
"MacBook Pro 2017 13 pollici 8 GB RAM, 128 GB SSD",245.0,EUR
"macbook pro 13 pollici Touch Bar 3,1 ghz 8 GB di RAM, 256 GB di unità di memoria",293.78,EUR
"Apple MacBook Pro 13,3 pollici 256 GB, Intel Core i5 2,3 GHz 8. Gen. 2018",299.99,EUR
"Apple MacBook 12"" Retina A1534 inizio 2015 Core-M 1,3 GHz 8 GB RAM 500 GB unità di memoria a stato solido (AP06)",35.03,EUR
"Apple MacBook Pro A1989 2018 Space Gray - i5 2,3GHz - 512GB SSD",194.35,EUR
"MacBook Pro (13-inch, Late 2011) RAM 10GB, 240SSD, INTEL CORE i5 2,4GHz ",349.0,EUR
"Apple MacBook Pro 13"", Intel Core i5, 2,3 GHz, 2011, 500 GB HDD, 4 GB RAM, A1278",92.66,EUR
APPLE MACBOOK 13 Bianco,379.9,EUR
"MacBook Pro 15"" très bon état !",199.0,EUR
"Apple MacBook Pro 13,3"" (8GB, Intel Core i5-6360U, 2 GHz, 256GB) Laptop - Grigio",101.69,EUR
"MacBook Pro 15 A1286 2011 Core i7 4x2,20 GHz + 6 GB RAM + 256 GB SSD",67.0,EUR
"Apple MacBook Pro 15"" Touch Bar - 2,9 GHz i7 256 GB SSD 16 GB RAM - FOR PARTS",250.0,EUR
Apple Macbook Pro Retina Display 15 pollici metà 2014 (non completamente funzionante - per parti di ricambio),340.0,EUR
MacBook Pro A1278,180.0,EUR
"MacBook Pro (retina, 13 pollici, 2015) 2,7 GHz Intel Core i5, 16 GB RAM, 256 GB HD",349.0,EUR
Apple MacBook Air M2 8-core CPU 8-core GPU 256GB SSD - Grigio siderale,84.75,EUR
scatola macbook pro 13 a1278 2008 - 2013,120.0,EUR
"13 pollici Apple MacBook Pro 2,4 GHz i7 8 GB RAM 256 GB SSD A1989 metà 2019 16752",111.87,EUR
macbook pro 13 a1278 ,,EUR
"Apple MacBook Pro 13,3"" (256 GB SSD, Intel Core i5 2,7 GHz, 8 GB RAM) inizio 2015",14.0,EUR
"Apple MacBook Pro 13"" TouchBar i5 1,4 GHz 8 GB 128 GB - 3 mesi di garanzia - AT557",168.37,EUR
MacBook Air 11 pollici Mid 2011 macOS 10.15.7,250.0,EUR
"Apple MacBook Pro A1286 39,1 cm (15,4"""") computer portatile - MC118D/A (giugno 2009)",65.54,EUR
"Nuova inserzioneApple MacBook Pro 13"" Retina i5 2,6 GHz 8 GB danneggiato metà 2014/riparazioni/D27",227.12,EUR
Apple MacBook Air A1370 memoria flash 120 GB,155.0,EUR
"Apple MacBook Pro 15"" metà 2015 laptop i7 Core DIFETTOSO #265",19.5,EUR
"Apple MacBook Pro 13,3"" 2011 750gb",1.12,EUR
"Apple MacBook Air 13.3"" (128GB SSD, Intel Core i5 3.ª Generazione, 1.8 GHz, 8GB)",43.63,EUR
